County_Name,State_Name,year,AQI,PRESS,TEMP,RH_DP,NO,CO,so2,Ozone,PM10,WIND,LEAD,Disasters_By_Count
FORSYTH,'NORTH CAROLINA',2010,57.69,99.74,57.79,79.78,8.56,0.48,0.21,0.04,17.03,99.74,0.13,26
FREDERICK,VIRGINIA,1994,54.77,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
GREENE,MISSOURI,1998,53.92,82.57,55.149074,82.57,11.96,0.64,3.75,0.03,17.5,82.57,0.13,24
HAMILTON,INDIANA,1996,67.48,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,15
HANCOCK,'WEST VIRGINIA',1995,90.56,320.95214,55.149074,156.735362,12.81,0.71,9.5,0.03,34.99,97.560398,0.04,7
HARFORD,MARYLAND,2003,48.9,320.95214,60.3,67.47,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,24
HENRICO,VIRGINIA,2000,54.62,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
HINDS,MISSISSIPPI,1990,42.56,320.95214,55.149074,156.735362,12.81,0.92,4.19,0.03,27.86,97.560398,0.07,20
HOLMES,FLORIDA,2014,40.23,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,23
'INDIAN RIVER',FLORIDA,2014,38.67,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
'INDIAN RIVER',FLORIDA,2016,37.84,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,7
JEFFERSON,KENTUCKY,1998,78.65,320.95214,55.149074,156.735362,18.42,0.84,7.3,0.04,25.53,97.560398,0.13,16
'JO DAVIESS',ILLINOIS,2016,35.12,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
KENT,MICHIGAN,2001,56.8,245.63,50.81,181.49,12.81,0.21,1.21,0.03,19.99,101.8,0.01,17
KNOX,TENNESSEE,1999,74.18,320.95214,55.149074,156.735362,12.81,0.67,4.19,0.04,30.19,97.560398,0.1,16
'LA CROSSE',WISCONSIN,2017,36.08,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,31
LAKE,FLORIDA,2018,36.03,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
LAKE,OHIO,2003,64.73,320.95214,55.149074,156.735362,12.81,1.3,6.23,0.04,18.33,97.560398,0.13,3
LAWRENCE,PENNSYLVANIA,1990,53.88,320.95214,55.149074,156.735362,19.54,0.85,10.87,0.02,34.46,97.560398,0.13,1
LINCOLN,'NORTH CAROLINA',1991,37.49,320.95214,55.149074,156.735362,12.81,0.73,3.13,0.03,23.230241,97.560398,0.124122,2
LIVINGSTON,ILLINOIS,1992,43.86,98.88,55.149074,98.88,12.81,0.73,4.19,0.03,23.230241,98.88,0.124122,5
LIVINGSTON,KENTUCKY,2006,39.01,320.95214,58.37,58.37,12.81,0.73,2.65,0.03,23.230241,97.560398,0.124122,12
LOUDON,TENNESSEE,1997,44.59,320.95214,55.149074,156.735362,21.34,0.73,6.18,0.01,14.25,97.560398,0.13,7
LUZERNE,PENNSYLVANIA,1994,47.45,320.95214,55.149074,156.735362,13.67,0.77,4.84,0.03,27.09,97.560398,0.13,8
LUZERNE,PENNSYLVANIA,2003,51.53,320.95214,55.149074,156.735362,11.86,0.36,4.19,0.03,20.64,97.560398,0.13,11
MANISTEE,MICHIGAN,2009,33.37,393.62,44.41,306.32,12.81,0.73,4.19,0.03,23.230241,95.44,0.124122,1
MARIPOSA,CALIFORNIA,2017,61.76,87.16,55.02,70.19,12.81,0.73,4.19,0.04,24.33,87.16,0.13,40
MECKLENBURG,'NORTH CAROLINA',2002,69.21,459.08,61.58,266.96,13.22,0.59,2.4,0.03,24.14,81.38,0.13,29
MERCER,'NEW JERSEY',2013,46.42,1025.21,52.7,382.53,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,9
MIAMI-DADE,FLORIDA,1985,52.03,320.95214,55.149074,156.735362,10.28,1.5,3.24,0.02,36,97.560398,0.31,7
MIDDLESEX,CONNECTICUT,2000,38.47,1007.83,50.81,529.32,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
'MILLE LACS',MINNESOTA,2015,34.36,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
MINNEHAHA,'SOUTH DAKOTA',2006,39.89,320.95214,55.149074,156.735362,5.33,0.73,0.15,0.03,18.48,97.560398,0.13,6
MOBILE,ALABAMA,1983,61.09,320.95214,55.149074,156.735362,12.81,0.73,6.82,0.03,23.85,97.560398,0.25,20
MONROE,MISSOURI,1993,36.35,320.95214,55.149074,156.735362,12.81,0.73,2.81,0.04,13.35,97.560398,0.13,1
MONROE,'NEW YORK',1983,79.45,320.95214,55.149074,156.735362,12.81,0.87,11.84,0.02,23.85,97.560398,0.24,4
MONTEZUMA,COLORADO,2011,51.69,99.92,49.78,73,12.81,0.73,4.19,0.04,23.230241,99.92,0.124122,2
MONTEZUMA,COLORADO,2018,48.86,103.84,52.16,74.68,12.81,0.73,4.19,0.04,23.230241,103.84,0.124122,3
MONTGOMERY,IOWA,2010,45.32,970.47,50.24,369.37,12.81,0.73,4.19,0.04,19.52,97.560398,0.13,5
MORGAN,INDIANA,1997,46.08,320.95214,55.149074,156.735362,12.81,0.73,5.04,0.04,23.230241,97.560398,0.124122,3
MORGAN,INDIANA,2002,71.97,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
MUSKEGON,MICHIGAN,1980,56.88,320.95214,55.149074,156.735362,12.81,1.33,7.46,0.03,23.230241,97.560398,0.124122,4
'NEW HANOVER','NORTH CAROLINA',2017,31.8,320.95214,55.149074,156.735362,12.81,0.73,-0.26,0.03,11.39,97.560398,0.13,7
OCEAN,'NEW JERSEY',1986,49.62,320.95214,55.149074,156.735362,12.81,1.58,4.19,0.04,23.230241,97.560398,0.124122,4
OLDHAM,KENTUCKY,2015,41.26,90.81,55.48,79.04,12.81,0.73,4.19,0.03,23.230241,90.81,0.124122,13
ONEIDA,WISCONSIN,2011,38.71,320.95214,55.149074,156.735362,12.81,0.73,5.92,0.03,23.230241,97.560398,0.124122,9
ORANGE,'NEW YORK',2014,37.85,1002.05,49.05,525.55,12.81,0.73,4.19,0.03,23.85,97.560398,0.01,19
OTTAWA,OKLAHOMA,2003,45.85,320.95214,58.12,63.03,8.43,0.12,0.77,0.03,22.22,97.560398,0.13,17
OXFORD,MAINE,1996,24.86,125.74,42.23,97.58,12.81,0.73,2.84,0.03,13.9,125.74,0.13,12
OXFORD,MAINE,2002,22.44,320.95214,55.149074,156.735362,12.81,0.73,2.07,0.03,10.35,97.560398,0.13,14
PIKE,KENTUCKY,1992,31.63,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,29.18,97.560398,0.13,1
PITTSBURG,OKLAHOMA,2015,39.07,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,35
PLATTE,MISSOURI,2003,36.64,320.95214,55.149074,156.735362,9.22,0.73,1.07,0.04,23.230241,97.560398,0.124122,21
RACINE,WISCONSIN,2006,41.03,1015.01,59.11,537.06,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,27
RICHLAND,'SOUTH CAROLINA',2008,55.69,88.86,55.149074,88.86,5.31,0.72,0.92,0.03,19.46,88.86,0.13,48
ROCK,WISCONSIN,1999,56.92,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,25
'SAN BERNARDINO',CALIFORNIA,2009,97.66,379.86,62.93,228.56,17.01,0.31,0.72,0.04,27.19,98.15,0.01,14
'SAN MIGUEL',COLORADO,2016,34.62,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,18.35,97.560398,0.13,7
'SANTA CLARA',CALIFORNIA,2009,48.87,119.81,55.149074,119.81,14.74,0.4,0.65,0.02,18.96,119.81,0,2
'SANTA ROSA',FLORIDA,2015,39.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,13
SONOMA,CALIFORNIA,1992,38.25,320.95214,55.149074,156.735362,15.42,0.86,4.19,0.02,18.6,97.560398,0.01,3
SONOMA,CALIFORNIA,2016,33.79,320.95214,55.149074,156.735362,4.39,0.36,4.19,0.02,11.34,97.560398,0.13,5
'ST. CROIX',WISCONSIN,1989,45.22,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
STORY,IOWA,2008,37.09,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,70
SUFFOLK,MASSACHUSETTS,2011,50.48,742.64,52.2,354.9,16.34,0.3,1.78,0.02,14.77,209.24,0,8
SUSSEX,DELAWARE,2017,42.16,105.1,55.149074,105.1,12.81,0.73,0.12,0.03,23.230241,105.1,0.124122,46
TANEY,MISSOURI,2010,38.9,101.85,55.149074,101.85,12.81,0.73,4.19,0.03,23.230241,101.85,0.124122,5
TARRANT,TEXAS,2011,62.86,170.58,68.12,122.05,8,0.23,4.19,0.03,19.16,94.2,0.13,150
UNION,'NEW JERSEY',1994,63.94,320.95214,55.149074,156.735362,32.26,1.74,7.8,0.03,32.36,97.560398,0.13,3
VOLUSIA,FLORIDA,2016,39.23,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,14.15,97.560398,0.13,8
WASHOE,NEVADA,2013,90.93,369.66,53.03,165.34,16.07,0.36,0.51,0.03,30.29,116.88,0.13,12
WEBER,UTAH,2006,57.34,320.95214,55.149074,156.735362,18.05,0.53,4.19,0.04,24.94,97.560398,0.13,1
WEBER,UTAH,2017,57.4,320.95214,52.87,60.42,17.33,0.46,4.19,0.03,22.36,97.560398,0.13,6
'WEST BATON ROUGE',LOUISIANA,1992,52.58,320.95214,55.149074,156.735362,15.99,0.73,7.87,0.02,24.16,97.560398,0.02,2
WILLIAMSBURG,'SOUTH CAROLINA',2001,41.74,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
WOOD,'WEST VIRGINIA',2015,34.47,320.95214,55.149074,156.735362,12.81,0.73,1.34,0.03,23.230241,97.560398,0.124122,12
ADA,IDAHO,2015,42.83,380.8,54.26,255.59,11.37,0.32,0.58,0.03,24.13,108.72,0,4
ADAMS,ILLINOIS,2005,45.63,98.53,55.149074,98.53,12.81,0.73,1.82,0.03,23.230241,98.53,0.124122,16
ADAMS,MISSISSIPPI,2006,46.53,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,9
ALLEGHENY,PENNSYLVANIA,2016,56.44,396.71,54.65,149.74,8.87,0.34,1.44,0.03,18.2,101.54,0.01,48
AROOSTOOK,MAINE,1989,56.43,110.74,37.24,96.43,12.81,0.73,3.02,0.03,30.45,110.74,0.13,3
ASHTABULA,OHIO,1984,61.86,320.95214,55.149074,156.735362,12.81,0.73,9.25,0.02,23.230241,97.560398,0.124122,4
ASHTABULA,OHIO,1991,57.57,320.95214,55.149074,156.735362,12.81,0.73,7.07,0.04,23.230241,97.560398,0.124122,8
ASHTABULA,OHIO,1997,48.85,320.95214,55.149074,156.735362,12.81,0.73,5.07,0.04,23.230241,97.560398,0.124122,7
BOULDER,COLORADO,2003,49.72,320.95214,55.149074,156.735362,12.81,0.66,4.19,0.03,19.75,97.560398,0.13,7
BUCKS,PENNSYLVANIA,2009,46.54,320.95214,55.149074,156.735362,9.84,0.21,4.56,0.03,23.230241,97.560398,0.124122,27
BULLITT,KENTUCKY,1993,42.21,320.95214,57.47,57.47,12.59,0.73,4.19,0.03,28.01,97.560398,0.13,2
BULLITT,KENTUCKY,2013,39.07,104.28,54.13,87.56,12.81,0.73,4.19,0.03,23.230241,104.28,0.124122,4
BUTTE,IDAHO,2014,39.37,95.63,45.33,78.87,12.81,0.73,4.19,0.04,23.230241,95.63,0.124122,2
CABELL,'WEST VIRGINIA',1989,50.02,320.95214,55.149074,156.735362,12.08,0.73,7.81,0.02,23.85,97.560398,0.04,1
CALCASIEU,LOUISIANA,2011,48.45,320.95214,55.149074,156.735362,6.43,0.73,4.69,0.03,23.230241,97.560398,0.124122,31
CALLAWAY,MISSOURI,2011,44.02,89.62,55.149074,89.62,12.81,0.73,4.19,0.04,23.230241,89.62,0.124122,32
CALVERT,MARYLAND,2005,52.37,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
CAMBRIA,PENNSYLVANIA,2015,47.96,320.95214,55.149074,156.735362,8.23,0.17,1.77,0.03,17.42,97.560398,0.13,12
CARBON,WYOMING,2016,41.99,329.08,44.72,156.18,3.24,0.73,3.79,0.04,5.69,90.35,0.13,1
CARTERET,'NORTH CAROLINA',2006,41.68,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,12
CHARLES,MARYLAND,1995,66.31,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
CHATHAM,GEORGIA,2009,47.71,320.95214,55.149074,156.735362,12.81,0.73,2.31,0.03,18.45,97.560398,0,52
CHEROKEE,'SOUTH CAROLINA',1997,65.34,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,10
CHESTERFIELD,'SOUTH CAROLINA',2018,34.49,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,12.28,97.560398,0.13,24
CHESTERFIELD,VIRGINIA,2015,38.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
CHOCTAW,MISSISSIPPI,1996,28.73,320.95214,55.149074,156.735362,4.36,0.53,1.46,0.03,12.08,97.560398,0,5
CLARK,WASHINGTON,2017,38.01,100.98,52.94,84.97,12.81,0.73,4.19,0.03,23.230241,100.98,0.124122,5
CLAY,MISSOURI,2001,60.47,94.88,57.01,83.51,10.11,0.73,1.28,0.04,23.230241,94.88,0.124122,19
COBB,GEORGIA,2004,50.57,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,15
COOS,'NEW HAMPSHIRE',2011,47.26,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,52
CUMBERLAND,MAINE,2008,37.36,1008.31,45.55,376.01,11.68,0.37,2.68,0.03,25.6,97.560398,0.13,55
CUYAHOGA,OHIO,2012,69.43,320.95214,54.15,66.86,13.8,0.53,3.18,0.03,30.19,97.560398,0.01,6
CUYAHOGA,OHIO,2014,52.51,80.41,48.43,66.36,12.05,0.27,2.23,0.03,26.47,80.41,0.01,18
DAVIS,UTAH,1985,60.02,94.62,55.149074,94.62,12.81,1.25,7.25,0.03,23.230241,94.62,0.124122,2
DELAWARE,PENNSYLVANIA,1994,63.3,320.95214,55.149074,156.735362,18.85,0.73,8.13,0.03,24.86,97.560398,0.06,2
DENTON,TEXAS,2009,52.1,88.92,64.32,74.26,5.89,0.73,4.19,0.03,23.230241,88.92,0.124122,55
DODGE,WISCONSIN,1984,47.7,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
DURHAM,'NORTH CAROLINA',2018,41.89,320.95214,55.149074,156.735362,12.81,0.73,0.07,0.03,12.17,97.560398,0.13,19
'EAST BATON ROUGE',LOUISIANA,2008,55.2,390.12,67.27,262.33,8.75,0.28,2.47,0.03,23.230241,79.05,0.124122,7
ELK,PENNSYLVANIA,2015,37.54,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
ESSEX,'NEW JERSEY',2014,43.63,406.57,53.56,265.97,17.53,0.33,0.82,0.02,15.28,103.63,0,15
FAIRFIELD,CONNECTICUT,2000,52.89,320.95214,51.7,49.26,16.26,0.82,2.53,0.03,22.65,97.560398,0.13,17
FRANKLIN,'NORTH CAROLINA',2003,54.82,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,3
FREDERICK,MARYLAND,1982,45.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
FREMONT,WYOMING,2011,52.51,318.49,40.86,171.07,0.75,0.73,4.19,0.04,10.22,128.6,0.13,10
GLOUCESTER,'NEW JERSEY',2004,45.55,320.95214,55.149074,156.735362,12.81,0.73,3.91,0.03,23.230241,97.560398,0.124122,12
GRANT,LOUISIANA,1993,29.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,6
GRANVILLE,'NORTH CAROLINA',2005,68.24,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
GUNNISON,COLORADO,2004,49.34,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.05,22.85,97.560398,0.13,2
HAMILTON,OHIO,1980,94.89,320.95214,52.58,52.58,23.09,0.93,10.86,0.02,23.85,97.560398,0.5,7
HAMILTON,OHIO,2009,55.45,320.95214,55.149074,156.735362,14.29,0.17,2.36,0.03,21.04,97.560398,0.13,14
HANCOCK,MISSISSIPPI,2010,41.66,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
HUNTERDON,'NEW JERSEY',1985,52.24,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
HURON,MICHIGAN,2007,51.06,105.46,46.91,85.94,12.81,0.73,4.19,0.04,23.230241,105.46,0.124122,10
JEFFERSON,MISSOURI,1992,57.96,320.95214,55.149074,156.735362,12.81,0.73,6.78,0.03,23.39,97.560398,0.95,6
JEFFERSON,OHIO,1996,63.88,987.33,51.52,366.75,19.63,0.67,9,0.02,29.59,97.560398,0.13,5
JEFFERSON,TEXAS,2004,66.2,86.86,69.64,81.06,7.58,0.73,2.58,0.03,23.230241,86.86,0.124122,11
JEFFERSON,TEXAS,2014,47.13,135.72,67.83,110.44,4.12,0.15,0.88,0.03,23.230241,85.87,0.124122,9
JOHNSON,IOWA,1981,31.14,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,1
JOHNSTON,'NORTH CAROLINA',2013,33.67,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,16
KENOSHA,WISCONSIN,1986,77.27,320.95214,55.149074,156.735362,14.98,0.73,5.41,0.03,23.230241,97.560398,0.124122,2
KNOX,MAINE,1987,52.39,108.02,55.149074,108.02,12.81,0.73,4.19,0.04,23.230241,108.02,0.124122,1
KNOX,TENNESSEE,2010,43.25,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,21.09,97.560398,0.02,19
LAKE,FLORIDA,2006,49.52,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,10
LAKE,ILLINOIS,1981,43.17,110.62,55.149074,110.62,12.81,0.73,5.89,0.02,23.85,110.62,0.17,1
LAKE,ILLINOIS,2001,42.93,163.7,64.54,148.08,9.96,0.73,4.19,0.02,23.230241,106.86,0.124122,9
LAWRENCE,OHIO,1999,56.35,320.95214,55.149074,156.735362,12.81,0.73,3.69,0.03,26.36,97.560398,0.13,2
LAWRENCE,PENNSYLVANIA,2006,41.72,320.95214,55.149074,156.735362,14.24,0.28,4.92,0.03,26.51,97.560398,0.13,7
LAWRENCE,TENNESSEE,2003,47.54,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,19
LEHIGH,PENNSYLVANIA,1992,43.1,320.95214,55.149074,156.735362,17.72,1.11,5.76,0.02,19.4,97.560398,0.13,6
'LEWIS AND CLARK',MONTANA,2013,39.8,91.42,45.57,71.34,12.81,0.13,0.29,0.03,23.230241,91.42,0.124122,8
LYCOMING,PENNSYLVANIA,1991,39.53,320.95214,55.149074,156.735362,12.81,0.73,6.7,0.02,30.61,97.560398,0.13,13
MANATEE,FLORIDA,1989,53.2,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
MARATHON,WISCONSIN,2002,43.38,320.95214,58.3,58.3,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,37
MARION,INDIANA,2018,51.88,274.34,54.48,196.91,11.02,0.37,-0.36,0.03,19.06,94.38,0.13,11
MARTIN,FLORIDA,2012,41.02,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
MEDINA,OHIO,1990,47.09,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
MERCED,CALIFORNIA,2017,61.03,112.37,63.9,96.21,7.11,0.73,4.19,0.03,35,112.37,0.13,17
'MILLE LACS',MINNESOTA,2012,33.22,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0,11
MINNEHAHA,'SOUTH DAKOTA',2011,42.54,98.29,46.82,80.86,6.19,0.19,0.44,0.03,23.230241,98.29,0.124122,26
MONROE,ILLINOIS,1988,41.22,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
MONTEREY,CALIFORNIA,2001,36.76,320.95214,54.74,54.74,6.78,0.42,4.19,0.03,21.22,97.560398,0.13,2
MONTGOMERY,ARKANSAS,1996,34.06,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
MONTGOMERY,MARYLAND,2008,48.82,93.39,55.149074,93.39,12.81,0.73,4.19,0.03,23.230241,93.39,0.124122,52
MONTGOMERY,PENNSYLVANIA,2012,47.25,320.95214,55.149074,156.735362,12.81,0.73,0.57,0.03,23.230241,97.560398,0.124122,24
MUSCOGEE,GEORGIA,1987,49.02,320.95214,55.149074,156.735362,12.81,0.73,2.95,0.03,23.85,97.560398,0.04,3
NUECES,TEXAS,2005,47.92,74.45,73.12,74.05,12.81,0.73,1.08,0.03,24.48,74.45,0.13,31
OAKLAND,MICHIGAN,2001,38.17,398.76,52.01,274.03,12.81,0.23,4.19,0.03,23.85,101.09,0.01,13
ONEIDA,'NEW YORK',1999,39.61,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
ORANGE,TEXAS,1991,44.64,78.48,67.92,74.96,11.53,0.73,4.19,0.03,23.230241,78.48,0.124122,3
'PALM BEACH',FLORIDA,2000,45.4,320.95214,55.149074,156.735362,15.95,0.31,1.06,0.03,19.09,97.560398,0.13,38
'PALM BEACH',FLORIDA,2008,38.36,320.95214,55.149074,156.735362,9.21,0.66,1.35,0.03,20.28,97.560398,0.13,29
'PALM BEACH',FLORIDA,2013,38.99,320.95214,55.149074,156.735362,3.51,0.73,4.19,0.03,18.08,97.560398,0.13,23
PERRY,INDIANA,2009,33.35,320.95214,42.65,42.65,12.81,0.73,4.19,0.04,14.27,97.560398,0.13,5
PINAL,ARIZONA,2002,61.11,320.95214,55.149074,41.25,5.38,0.73,1.9,0.04,33.5,97.560398,0.13,12
POLK,IOWA,1998,29.81,320.95214,55.149074,156.735362,12.81,0.95,4.19,0.02,27.86,97.560398,0.13,57
RACINE,WISCONSIN,1998,35.97,1014.36,52.64,369.77,12.81,0.98,4.19,0.04,23.230241,97.560398,0.124122,9
ROCKDALE,GEORGIA,1995,53.21,994.04,75.4,383.94,5.97,0.73,4.19,0.04,23.230241,97.560398,0.124122,3
ROWAN,'NORTH CAROLINA',2005,60.47,320.95214,55.149074,156.735362,12.81,0.44,4.19,0.03,23.230241,97.560398,0.124122,9
RUSSELL,ALABAMA,2018,39.7,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
'SAN BERNARDINO',CALIFORNIA,1983,144.95,320.95214,55.149074,156.735362,27.67,0.95,1.42,0.04,23.85,97.560398,0.18,1
'SAN JOAQUIN',CALIFORNIA,2000,55.38,117.33,61.2,93.31,17.71,0.65,4.19,0.02,26.77,117.33,0.01,2
'SAN LUIS OBISPO',CALIFORNIA,1993,46.07,100.18,58.6,91.8,10.65,0.28,0.68,0.03,22.51,100.18,0.13,1
'SANTA BARBARA',CALIFORNIA,1982,63.92,320.95214,55.149074,156.735362,16.51,1.31,0.41,0.02,23.85,97.560398,0.27,2
SCOTT,IOWA,2006,53.03,991.89,60.02,374.43,7.95,0.66,0.95,0.03,32.61,97.560398,0.13,23
SCOTT,IOWA,2016,55.54,370.33,52.98,284.1,5.96,0.2,0.22,0.03,30.63,105.6,0.13,26
SEDGWICK,KANSAS,2012,53.87,320.95214,55.149074,156.735362,9.87,0.25,4.19,0.03,24.37,97.560398,0.13,109
SHEBOYGAN,WISCONSIN,1988,54.54,320.95214,45.27,45.27,12.81,0.73,3.3,0.03,23.230241,97.560398,0.124122,6
SHELBY,ALABAMA,2014,39.44,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
SONOMA,CALIFORNIA,2000,39.07,320.95214,55.149074,156.735362,12.95,0.64,4.19,0.02,14.49,97.560398,0.13,1
'ST. BERNARD',LOUISIANA,2006,53.65,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,36.26,97.560398,0.05,3
'ST. CROIX',WISCONSIN,2000,45.78,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
STORY,IOWA,2003,34.75,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,24
SUFFOLK,MASSACHUSETTS,2004,59.43,1013.57,50.8,327.07,18.15,0.27,4.52,0.02,21.1,97.560398,0.02,3
TARRANT,TEXAS,1994,62.66,90.54,66.57,82.27,16.62,0.9,1.5,0.03,19.96,90.54,0.02,80
TRUMBULL,OHIO,2009,31.26,99.85,55.149074,99.85,12.81,0.73,4.19,0.03,15.14,99.85,0.13,6
TUCKER,'WEST VIRGINIA',2000,45.62,320.95214,55.149074,70.58,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
UNION,'NORTH CAROLINA',2014,45.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
VIGO,INDIANA,1994,68.23,995.89,53.47,367.61,12.81,0.73,8.93,0.04,26.54,97.560398,0.13,4
WARREN,KENTUCKY,2018,39.67,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
WARREN,VIRGINIA,1994,41.17,80.66,53.05,58.37,12.81,0.73,4.19,0.05,20.55,80.66,0.13,1
WHATCOM,WASHINGTON,1996,25.15,320.95214,55.149074,84.67,12.81,0.73,4.83,0.02,14.39,97.560398,0.13,1
WILL,ILLINOIS,1996,44.49,185.88,66.8,153.07,9.23,0.3,3.82,0.02,22.37,94.31,0.01,23
WILLIAMSBURG,'SOUTH CAROLINA',1998,50.18,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
WINDHAM,CONNECTICUT,2004,37.34,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
WORCESTER,MASSACHUSETTS,2010,45.19,994.16,50.06,370.33,13.09,0.48,1.65,0.03,15.52,97.560398,0.13,50
ADAMS,COLORADO,1985,60.8,94.96,46.52,78.81,23.81,0.73,3.65,0.02,23.85,94.96,0.15,8
ALBANY,'NEW YORK',1988,55.86,320.95214,55.149074,156.735362,12.81,0.73,14.21,0.03,30.76,97.560398,0.04,3
ASCENSION,LOUISIANA,2000,46.7,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
